Aspect_ratio,Avg_rating,Budget,Certificate,Country_of_origin,Director,Genres,Language,Production_companies,Release_date,Runtime,Sound_mix,Stars,Title,Writer,critic_reviews,description,id,total_ratings,user_reviews
1.33 : 1,,,,United Kingdom,Theo Frenkel,"Short , Comedy",None,,June 1910 (United Kingdom),,Silent,,Jailbird in Borrowed Feathers,,,A escaped convict changes clothes with a police inspector.,tt00000915,,
1.33 : 1,6.1,,,France,Max Linder,"Short , Comedy",,,"February 18, 1910 (Denmark)",6min,Silent,,Je voudrais un enfant,,1,"As a result of Max's desire for a family, his wife takes a recommended prescription and presents the dismayed Max with a family of a dozen or more children. A risque type of French comedy, n...",tt00000916,55,1
,,,,Spain,Fructuós Gelabert,,None,,,7min,Silent,,Industria del corcho,,,Short documentary about the cork industry in San Feliu de Guixols.,tt00000914,,
1.33 : 1,,,,United States,Gilbert M. 'Broncho Billy' Anderson,"Short , Western",None,,"May 19, 1909 (United States)",,Silent,,The Indian Trailer,Gilbert M. 'Broncho Billy' Anderson,,The first scene opens on the property of a well-known Western ranchman. A bunch of cow punchers are assembled wasting their time and their employer's money by playing cards. The ranchman cat...,tt00000913,,
1.33 : 1,5.4,,,United States,D.W. Griffith,"Short , Drama",,,"October 25, 1909 (United States)",11min,Silent,"Frank Powell , George Nichols , Marion Leonard",In the Watches of the Night,D.W. Griffith,,"An honest worker, John Whitney, finds himself unemployed and unable to provide for his family. Desperate, he robs a rich man's home and is arrested. One of the police officers is an old frie...",tt00000910,24,
1.33 : 1,4.3,,,United States,D.W. Griffith,"Western , Short",,,"August 23, 1909 (United States)",11min,Silent,"Owen Moore , Frank Powell , Mary Pickford",The Indian Runner's Romance,Stanner E.V. Taylor,,"An Indian comforts a dying prospector in his last moments. In exchange, the prospector tells him the location of his gold claim. A group of cowboys tries to get the information and go as far...",tt00000912,60,
1.33 : 1,3.4,,,United States,D.W. Griffith,"Short , Drama",,,"November 29, 1909 (United States)",4min,Silent,"George Nichols , Marion Leonard , Adele DeGarde",In the Window Recess,Frank E. Woods,,"An escaped convict takes refuge in the home of a police officer out on duty. He seizes the officer's daughter and pulls her into a window recess, with a pistol to her head. The officer retur...",tt00000911,25,
1.33 : 1,,,,United States,D.W. Griffith,"Short , Drama",,,"December 16, 1909 (United States)",5min,Silent,"Grace Henderson , Ruth Hart , Dorothy West",In a Hempen Bag,D.W. Griffith,,"A woman decides to drown the family cat which has become a nuisance. She ties it in a hempen bag and gives it to the deaf gardener to throw in the river. However, the children discover the c...",tt00000909,,
1.33 : 1,5.5,,,United States,D.W. Griffith,,,,"March 15, 1909 (United States)",4min,Silent,"Adele DeGarde , Anita Hendrie , Gladys Egan",I Did It,D.W. Griffith,,"A mother punishes her son for eating a plate of cream puffs, unaware that the daughter really did it. As the daughter watches the punishment, she feels guilty, and confesses her misdeed.",tt00000905,22,
1.33 : 1,5.3,,Not Rated,United States,Edwin S. Porter,"Short , Drama , Western",,,"December 10, 1909 (United States)",16min,Silent,"Mary Fuller , Marc McDermott , Herbert Prior",The House of Cards,Edwin S. Porter,1,The story revolves itself around a Western cowboy who has been sent to the town of Cedar Gulch to deposit gold in the bank for his boss. Arriving too late in the night to dispose of the gold...,tt00000904,107,3
1.33 : 1,5.9,,,United States,D.W. Griffith,"Short , Drama , War",,,"September 20, 1909 (United States)",11min,Silent,"Verner Clarges , Kate Bruce , Henry B. Walthall",In Old Kentucky,,,"A stirring episode of the Civil War. At the beginning of the Civil War, Kentucky attempted to hold a neutral position between the belligerents, and her sons decided for themselves which side...",tt00000908,30,
1.33 : 1,,,,United Kingdom,Theo Frenkel,"Short , Drama",None,,December 1909 (United Kingdom),,Silent,,The Idiot of the Mountains,,,"An idiot fetches police to save a kidnapped girl, and is cured.",tt00000906,,
1.33 : 1,5.3,,,United States,D.W. Griffith,"Short , Drama",,,"December 23, 1909 (United States)",10min,Silent,"Marion Leonard , George Nichols , Henry B. Walthall",In Little Italy,Frank E. Woods,,"Marie has two suitors. She accepts Victor and rejects Tony, who stabs Victor in a fit of jealousy. When he learns that Victor is still alive, he breaks into the room in Marie's house where V...",tt00000907,22,
1.33 : 1,6.2,,,United States,D.W. Griffith,"Short , Crime",,,"January 11, 1909 (United States)",11min,Silent,"Florence Lawrence , Harry Solter , Owen Moore",The Honor of Thieves,D.W. Griffith,,"Ned Grattan and Mike Murphy are a couple of crooks, who have looked with longing on the extravagant display of valuables in Einstein's loan office. They figure that if one could only gain an...",tt00000903,20,
1.33 : 1,4.7,,,United States,D.W. Griffith,"Short , Comedy",,,"March 1, 1909 (United States)",6min,Silent,"John R. Cumpson , Florence Lawrence , Dorothy West",His Wife's Mother,D.W. Griffith,,"Jones's mother-in-law prohibits his smoking and drinking, so he takes her out for the evening and gets her drunk.",tt00000901,23,
1.33 : 1,4.2,,,United States,D.W. Griffith,,,,"February 15, 1909 (United States)",3min,Silent,"Arthur V. Johnson , Florence Lawrence , Owen Moore",His Ward's Love,D.W. Griffith,,"Reverend Howson loves his young ward, but urges her to marry someone else. She accepts the proposal, but then sees the Reverend kissing an object she has dropped, and realizes he loves her.",tt00000900,22,
1.33 : 1,5.6,,,United States,D.W. Griffith,"Drama , Short , War",,,"September 6, 1909 (United States)",10min,Silent,"Owen Moore , Linda Arvidson , Kate Bruce",The Hessian Renegades,,1,"During the American Revolution, a young soldier carrying a crucial message to General Washington is spotted and pursued by a group of enemy soldiers. He takes refuge with a civilian family, ...",tt00000895,190,8
1.33 : 1,,,,United States,Gilbert M. 'Broncho Billy' Anderson,"Short , Western",None,,"December 4, 1909 (United States)",,Silent,"Gilbert M. 'Broncho Billy' Anderson , Fred Church , Pete Morrison",His Reformation,Gilbert M. 'Broncho Billy' Anderson,,"Tom Carlton, leader of a band of Western bandits, tires of his life of crime and resolves to reform. Calling his band together, he tells them of his desire to be an honest man and advises th...",tt00000899,,
1.33 : 1,4.7,,,United States,D.W. Griffith,"Comedy , Short",,,"August 19, 1909 (United States)",6min,Silent,"Billy Quirk , Mary Pickford , Frank Powell",His Wife's Visitor,D.W. Griffith,,"Harry leaves his new wife at home while he goes out to play poker. Angry, his wife fakes evidence that she has had a male caller while he was gone.",tt00000902,14,
1.33 : 1,6.3,,,United States,,"Short , Western",,,"April 17, 1912 (United States)",,Silent,"Jack Conway , George Gebhardt , Dorothy Davenport",Her Indian Hero,,,"The Chief's son, Silver Water, returns from college and is met at the station by the tribe. The Indians make merry to celebrate his homecoming. Hal Benton, an easterner, rides on to ask his ...",tt00000893,35,
1.33 : 1,5.6,,,United States,D.W. Griffith,"Short , Drama",,,"October 18, 1909 (United States)",11min,Silent,"James Kirkwood , Owen Moore , Mary Pickford",His Lost Love,D.W. Griffith,,"Mary marries James, after jilting his brother Luke. Mary's sister arrives and soon James is professing his love to her. The shock of this kills Mary and leaves her newborn daughter motherles...",tt00000898,24,
1.33 : 1,4.0,,,United States,D.W. Griffith,"Short , Drama , Mystery",,,"February 18, 1909 (United States)",10min,Silent,"Harry Solter , Marion Leonard , Arthur V. Johnson",The Hindoo Dagger,D.W. Griffith,,"Jack Windom experiences a sensation of awe at the reception of the Hindoo dagger from his old chum, Tom, who was traveling in India. Hanging the dagger on the wall. Jack goes out. For some t...",tt00000896,22,
1.33 : 1,,,,Denmark,Viggo Larsen,"Short , Drama",None,,"May 19, 1909 (United States)",,Silent,"Aage Brandt , Agnes Nørlund Seemann",Herremandens Barnebarn,,,"Inspector Brown at the estate is a wicked and brutal person, who is always quarreling with the workmen; but at the same time he is sly enough to ingratiate himself by sly words with the Squi...",tt00000894,,
1.33 : 1,5.6,,,United States,D.W. Griffith,"Drama , Short",,,"May 31, 1909 (United States)",5min,Silent,"Kate Bruce , Frank Powell , Owen Moore",His Duty,,,A policeman faces a difficult decision when he finds out that his brother is a thief.,tt00000897,55,
1.33 : 1,5.6,,,United States,D.W. Griffith,"Comedy , Short",,,"June 17, 1909 (United States)",6min,Silent,"John R. Cumpson , Florence Lawrence , Linda Arvidson",Her First Biscuits,D.W. Griffith,,"A new bride has made a batch of biscuits. Her husband pretends to like them, so she delivers the rest to his office. But one bite of these biscuits makes you violently ill, and soon all his ...",tt00000892,60,
1.33 : 1,5.5,,,Denmark,Viggo Larsen,"Short , Comedy , Fantasy",None,,"August 29, 1909 (Denmark)",3min,Silent,"Viking Ringheim , Petrine Sonne",Heksen og cyklisten,,,,tt00000891,39,
1.33 : 1,5.0,,,France,Gérard Bourgeois,,,,"February 2, 1910 (United States)",,Silent,,Hamlet,"William Shakespeare , (play)",,"Hamlet suspects his uncle has murdered his father to claim the throne of Denmark and the hand of Hamlet's mother, but the prince cannot decide whether or not he should take vengeance.",tt00000886,36,
,,,,Spain,,,None,,,19min,Silent,"Bozo , Señor Gallart , Señora Guerra",Guzmán el Bueno,Fructuós Gelabert,,,tt00000885,,
1.33 : 1,,,,United States,Edwin S. Porter,"Short , Drama",,,"November 30, 1909 (United States)",,Silent,"Charles Ogle , Florence Turner",The Heart of a Clown,,,"This picture portrays a day in the life of a clown who is proprietor of a small traveling circus in Europe. His favorite daughter is critically ill, and combined with his duties as the fun-m...",tt00000888,,
1.33 : 1,4.8,,,United States,J. Searle Dawley,"Drama , Short",,,"October 15, 1909 (United States)",,Silent,"Cecil Spooner , Mary Fuller , Ethel Browning",Hansel and Gretel,"J. Searle Dawley , (scenario)",,"We are transported back to the little Dutch cottage in the woods and see little Hansel and Gretel and their parents, and we feel their hunger and are glad when their father starts out with t...",tt00000887,44,
1.33 : 1,7.1,,,United States,D.W. Griffith,"Short , Western",,,"December 31, 1909 (United States)",,Silent,"James Kirkwood , Marion Leonard , Gladys Egan",The Heart of an Outlaw,,,"A man gets revenge on his cheating wife by killing her and her lover. He thinks he has killed his daughter as well, but she survives and is adopted by the sheriff. A few years later the man,...",tt00000890,32,
1.33 : 1,,,,United States,Gilbert M. 'Broncho Billy' Anderson,"Short , Western",None,,"December 25, 1909 (United States)",,Silent,"Gilbert M. 'Broncho Billy' Anderson , George Creel , Loma Besserer",The Heart of a Cowboy,Gilbert M. 'Broncho Billy' Anderson,,"Two handsome young Americans, cowboys of the ""Bar O"" ranch, fall in love with Kitty Blair, the pretty daughter of a neighboring ranchman. The two young fellows have been pals up to the time ...",tt00000889,,
1.33 : 1,7.0,,,Denmark,Viggo Larsen,"Short , Mystery",None,,"August 27, 1909 (Denmark)",14min,Silent,"Viggo Larsen , Holger-Madsen , Gustav Lund",Den graa dame,,,"In a mansion full of secret rooms and passageways, people are dying shortly after seeing the ghost of a woman in gray, as an old legend dictates. Called in to solve the mystery, Sherlock Hol...",tt00000883,8,
,,,,Mexico,Hermanos Alva,,None,,,,Silent,"Francisco I. Madero , José María Pino Suárez",Gira política de Madero y Pino Suárez,,,,tt00000879,,
1.33 : 1,,,,France,,,None,,,,Silent,,Le glas du père Césaire,Abel Gance,,,tt00000881,,
1.33 : 1,5.8,,,United States,D.W. Griffith,"Short , Drama",,,"February 22, 1909 (United States)",5min,Silent,"Anita Hendrie , Adele DeGarde , Owen Moore",The Golden Louis,D.W. Griffith,,"An anonymous donor drops a gold coin in the shoe of a homeless girl as she sleeps. A gambler with a 'sure thing' borrows the coin and wins a fortune, but he can't find her again to repay her...",tt00000882,190,
1.33 : 1,,,,United States,Edwin S. Porter,"Comedy , Short",,,"May 7, 1909 (United States)",,Silent,"Mary Fuller , Florence Turner",Fuss and Feathers,,,"The day Mrs. Bangs purchased her new Easter bonnet will ever be remembered by Mr. Banes as one of calamity. Primarily, his irascibility is responsible for the sum total of his misfortunes. R...",tt00000876,,
1.33 : 1,5.9,,,United States,D.W. Griffith,"Short , Drama",,,"February 1, 1909 (United States)",15min,Silent,"David Miles , Florence Lawrence , Dorothy West",The Girls and Daddy,D.W. Griffith,,Portrays two teenage girls who are safeguarding money for their father and their reaction to a burglar's attempt to steal it.,tt00000880,75,
1.33 : 1,4.9,,,United States,D.W. Griffith,"Comedy , Short",,,"November 1, 1909 (United States)",6min,Silent,"Marion Leonard , Anthony O'Sullivan , George Nichols",The Gibson Goddess,D.W. Griffith,,"A pack of admirers won't leave a beautiful woman alone at a seaside resort, so she devises a plan. She appears in a leg-revealing swimsuit, but the stockings have been stuffed with cotton to...",tt00000878,157,
1.33 : 1,4.9,,,United States,D.W. Griffith,"Short , Drama",,,"July 15, 1909 (United States)",8min,Silent,"Frank Powell , Owen Moore , Violet Mersereau",The Friend of the Family,D.W. Griffith,,"Robert is about to abandon his family for a society beauty. His best friend romances the beauty, who then drops Robert and sends him back to his family.",tt00000875,36,
1.33 : 1,6.4,,,Russia,Yakov Protazanov,"Short , Drama",None,,,,Silent,"Mariya Korolyova , Aleksey Muravin , Yelizaveta Uvarova",Bakchisarayskiy fontan,,,,tt00000873,11,
1.33 : 1,4.4,,,Denmark,Viggo Larsen,"Short , Drama",None,,"October 8, 1909 (Denmark)",,Silent,"August Blom , Gudrun Kjerulf , Viggo Larsen",Grevinde X,,,"The Countess X. receives during a party a young man, who brings her a message from a friend, whom she believed to be in exile, asking her to come and see him the same evening in order to arr...",tt00000884,12,
1.33 : 1,,,,United States,Van Dyke Brooke,"Short , Drama",None,,"June 12, 1909 (United States)",,Silent,,The Foundling,,,"Ruth, the daughter of John Hodgson, a merchant in a small provincial town, has been betrayed and tempted away from home. The man dies before he can make reparation for the wrong, and Ruth, l...",tt00000872,,
1.33 : 1,4.8,,,United States,D.W. Griffith,"Short , Comedy",,,"May 10, 1909 (United States)",4min,Silent,"John R. Cumpson , Arthur V. Johnson , Charles Avery",The French Duel,D.W. Griffith,,Alphonse and Gaston get into an argument over cocktails and agree to a duel.,tt00000874,50,
1.33 : 1,5.1,,,United States,D.W. Griffith,"Short , Drama",,,"March 4, 1909 (United States)",11min,Silent,"Owen Moore , Charles Inslee , Marion Leonard",A Fool's Revenge,,,"A court fool believes the Duke is after his beautiful daughter, and arranges to have the Duke murdered. The daughter overhears the plot and, disguised in the Duke's cloak, sacrifices her lif...",tt00000870,58,
